SNMP sw2_ip table:
1.3.6.1.2.1.4.24.4.1.9.10.0.29.0.255.255.255.0.0.10.0.0.1 = 0.0
1.3.6.1.2.1.4.24.4.1.9.10.0.30.0.255.255.255.0.0.10.0.0.1 = 0.0
1.3.6.1.2.1.4.24.4.1.9.10.0.31.0.255.255.255.0.0.10.0.0.1 = 0.0
1.3.6.1.2.1.4.24.4.1.9.10.0.32.0.255.255.255.0.0.10.0.0.1 = 0.0
1.3.6.1.2.1.4.24.4.1.9.10.0.33.0.255.255.255.0.0.10.0.0.1 = 0.0
1.3.6.1.2.1.4.24.4.1.9.10.0.34.0.255.255.255.0.0.10.0.0.1 = 0.0
1.3.6.1.2.1.4.24.4.1.9.10.0.35.0.255.255.255.0.0.10.0.0.1 = 0.0
1.3.6.1.2.1.4.24.4.1.9.10.0.36.0.255.255.255.0.0.10.0.0.1 = 0.0
1.3.6.1.2.1.4.24.4.1.9.10.0.37.0.255.255.255.0.0.10.0.0.1 = 0.0
1.3.6.1.2.1.4.24.4.1.9.10.0.124.0.255.255.255.0.0.10.0.0.1 = 0.0
1.3.6.1.2.1.4.24.4.1.9.10.0.125.0.255.255.255.0.0.10.0.0.1 = 0.0
1.3.6.1.2.1.4.24.4.1.9.10.0.126.0.255.255.255.0.0.10.0.0.1 = 0.0
1.3.6.1.2.1.4.24.4.1.9.10.0.127.0.255.255.255.0.0.10.0.0.1 = 0.0
1.3.6.1.2.1.4.24.4.1.9.10.0.128.0.255.255.255.0.0.10.0.0.1 = 0.0
1.3.6.1.2.1.4.24.4.1.9.10.0.129.0.255.255.255.0.0.10.0.0.1 = 0.0
1.3.6.1.2.1.4.24.4.1.9.10.0.130.0.255.255.255.0.0.10.0.0.1 = 0.0
1.3.6.1.2.1.4.24.4.1.10.0.0.0.0.0.0.0.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.0.0.255.255.255.224.0.0.0.0.0 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.0.2.255.255.255.255.0.0.0.0.0 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.11.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.20.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.21.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.23.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.24.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.25.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.26.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.27.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.28.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.29.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.30.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.31.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.32.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.33.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.34.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.35.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.36.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.37.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.124.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.125.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.126.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.127.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.128.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.129.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.10.10.0.130.0.255.255.255.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.11.0.0.0.0.0.0.0.0.0.10.0.0.1 = 0
1.3.6.1.2.1.4.24.4.1.11.10.0.0.0.255.255.255.224.0.0.0.0.0 = 0
1.3.6.1.2.1.4.24.4.1.11.10.0.0.2.255.255.255.255.0.0.0.0.0 = 0
1.3.6.1.2.1.4.24.4.1.11.10.0.11.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.20.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.21.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.23.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.24.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.25.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.26.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.27.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.28.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.29.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.30.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.31.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.32.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.33.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.34.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.35.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.36.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.37.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.124.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.125.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.126.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.127.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.128.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.129.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.11.10.0.130.0.255.255.255.0.0.10.0.0.1 = 3072
1.3.6.1.2.1.4.24.4.1.12.0.0.0.0.0.0.0.0.0.10.0.0.1 = -1
1.3.6.1.2.1.4.24.4.1.12.10.0.0.0.255.255.255.224.0.0.0.0.0 = -1
1.3.6.1.2.1.4.24.4.1.12.10.0.0.2.255.255.255.255.0.0.0.0.0 = -1
1.3.6.1.2.1.4.24.4.1.12.10.0.11.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.20.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.21.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.23.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.24.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.25.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.26.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.27.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.28.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.29.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.30.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.31.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.32.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.33.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.34.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.35.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.36.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.37.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.124.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.125.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.126.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.127.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.128.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.129.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.12.10.0.130.0.255.255.255.0.0.10.0.0.1 = 2560
1.3.6.1.2.1.4.24.4.1.13.0.0.0.0.0.0.0.0.0.10.0.0.1 = -1
1.3.6.1.2.1.4.24.4.1.13.10.0.0.0.255.255.255.224.0.0.0.0.0 = -1
1.3.6.1.2.1.4.24.4.1.13.10.0.0.2.255.255.255.255.0.0.0.0.0 = -1
1.3.6.1.2.1.4.24.4.1.13.10.0.11.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.20.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.21.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.23.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.24.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.25.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.26.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.27.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.28.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.29.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.30.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.31.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.32.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.33.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.34.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.35.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.36.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.37.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.124.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.125.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.126.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.127.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.128.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.129.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.13.10.0.130.0.255.255.255.0.0.10.0.0.1 = 20
1.3.6.1.2.1.4.24.4.1.14.0.0.0.0.0.0.0.0.0.10.0.0.1 = -1
1.3.6.1.2.1.4.24.4.1.14.10.0.0.0.255.255.255.224.0.0.0.0.0 = -1
1.3.6.1.2.1.4.24.4.1.14.10.0.0.2.255.255.255.255.0.0.0.0.0 = -1
1.3.6.1.2.1.4.24.4.1.14.10.0.11.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.20.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.21.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.23.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.24.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.25.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.26.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.27.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.28.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.29.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.30.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.31.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.32.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.33.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.34.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.35.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.36.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.37.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.124.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.125.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.126.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.127.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.128.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.129.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.14.10.0.130.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.15.0.0.0.0.0.0.0.0.0.10.0.0.1 = -1
1.3.6.1.2.1.4.24.4.1.15.10.0.0.0.255.255.255.224.0.0.0.0.0 = -1
1.3.6.1.2.1.4.24.4.1.15.10.0.0.2.255.255.255.255.0.0.0.0.0 = -1
1.3.6.1.2.1.4.24.4.1.15.10.0.11.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.20.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.21.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.23.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.24.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.25.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.26.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.27.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.28.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.29.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.30.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.31.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.32.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.33.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.34.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.35.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.36.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.37.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.124.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.125.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.126.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.127.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.128.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.129.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.15.10.0.130.0.255.255.255.0.0.10.0.0.1 = 255
1.3.6.1.2.1.4.24.4.1.16.0.0.0.0.0.0.0.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.0.0.255.255.255.224.0.0.0.0.0 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.0.2.255.255.255.255.0.0.0.0.0 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.11.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.20.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.21.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.23.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.24.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.25.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.26.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.27.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.28.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.29.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.30.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.31.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.32.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.33.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.34.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.35.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.36.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.37.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.124.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.125.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.126.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.127.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.128.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.129.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.4.1.16.10.0.130.0.255.255.255.0.0.10.0.0.1 = 1
1.3.6.1.2.1.4.24.6.0 = 0
1.3.6.1.2.1.4.31.1.1.3.2 = 0
1.3.6.1.2.1.4.31.1.1.4.2 = 0
1.3.6.1.2.1.4.31.1.1.5.2 = 0
1.3.6.1.2.1.4.31.1.1.6.2 = 0
1.3.6.1.2.1.4.31.1.1.7.2 = 0
1.3.6.1.2.1.4.31.1.1.8.2 = 0
1.3.6.1.2.1.4.31.1.1.9.2 = 0
1.3.6.1.2.1.4.31.1.1.10.2 = 0
1.3.6.1.2.1.4.31.1.1.11.2 = 0
1.3.6.1.2.1.4.31.1.1.12.2 = 0
1.3.6.1.2.1.4.31.1.1.13.2 = 0
1.3.6.1.2.1.4.31.1.1.14.2 = 0
1.3.6.1.2.1.4.31.1.1.15.2 = 0
1.3.6.1.2.1.4.31.1.1.16.2 = 0
1.3.6.1.2.1.4.31.1.1.17.2 = 0
1.3.6.1.2.1.4.31.1.1.18.2 = 0
1.3.6.1.2.1.4.31.1.1.19.2 = 0
1.3.6.1.2.1.4.31.1.1.20.2 = 0
1.3.6.1.2.1.4.31.1.1.21.2 = 0
1.3.6.1.2.1.4.31.1.1.22.2 = 0
1.3.6.1.2.1.4.31.1.1.23.2 = 0
1.3.6.1.2.1.4.31.1.1.24.2 = 0
1.3.6.1.2.1.4.31.1.1.25.2 = 0
1.3.6.1.2.1.4.31.1.1.26.2 = 0
1.3.6.1.2.1.4.31.1.1.27.2 = 0
1.3.6.1.2.1.4.31.1.1.28.2 = 0
1.3.6.1.2.1.4.31.1.1.29.2 = 0
1.3.6.1.2.1.4.31.1.1.30.2 = 0
1.3.6.1.2.1.4.31.1.1.31.2 = 0
1.3.6.1.2.1.4.31.1.1.32.2 = 0
1.3.6.1.2.1.4.31.1.1.33.2 = 0
1.3.6.1.2.1.4.31.1.1.34.2 = 0
1.3.6.1.2.1.4.31.1.1.35.2 = 0
1.3.6.1.2.1.4.31.1.1.36.2 = 0
1.3.6.1.2.1.4.31.1.1.37.2 = 0
1.3.6.1.2.1.4.31.1.1.38.2 = 0
1.3.6.1.2.1.4.31.1.1.39.2 = 0
1.3.6.1.2.1.4.31.1.1.40.2 = 0
1.3.6.1.2.1.4.31.1.1.41.2 = 0
1.3.6.1.2.1.4.31.1.1.42.2 = 0
1.3.6.1.2.1.4.31.1.1.43.2 = 0
1.3.6.1.2.1.4.31.1.1.44.2 = 0
1.3.6.1.2.1.4.31.1.1.45.2 = 0
1.3.6.1.2.1.4.31.1.1.46.2 = 0
1.3.6.1.2.1.4.33.0 = 0

